% | 1 16
1 | 1 1
ringleader | 0 1
rings | 1 0
rink | 0 1
rioters | 0 2
rival | 2 13
rivals | 2 18
river | 4 10
riverbank | 0 1
riverfront | 0 1
rivers | 2 4
riverside | 1 0
road | 8 35
roadblock | 0 2
roadblocks | 0 3
roads | 7 13
robbers | 0 2
rock | 0 1
rocker | 0 1
rocket | 4 4
rockets | 2 2
rocks | 0 2
rod | 0 1
rodent | 0 1
role | 1 0
roma | 1 0
ron | 0 1
roof | 0 3
roofs | 1 0
rooftops | 1 0
rookies | 0 1
room | 9 51
roommate | 0 10
roommates | 0 1
rooms | 8 12
rose | 0 2
roster | 0 1
round | 0 1
rounders | 0 1
rounds | 1 4
route | 0 6
routes | 0 3
rover | 0 2
rovers | 0 9
rower | 0 1
royal | 0 1
royals | 0 1
rpgs | 0 1
ruins | 0 1
ruler | 0 7
rulers | 0 1
rumsfeld | 0 1
run | 0 2
runner | 0 3
runners | 0 2
runway | 4 17
runways | 1 2
rush | 0 1
rv | 2 0
sailor | 1 11
sailors | 4 88
saint | 0 1
salesman | 0 1
salesperson | 0 3
sally | 0 1
salon.com | 0 1
salt | 0 2
samaritans | 0 1
samir | 0 1
sample | 2 1
sanctuary | 0 1
sap | 0 1
sarin | 2 1
satellite | 1 0
satellites | 0 2
savior | 0 1
saxophonist | 0 1
scalpers | 0 2
scapegoat | 0 2
scapegoats | 0 1
scene | 0 11
scholar | 1 3
scholars | 1 8
school | 42 62
schoolchildren | 0 1
schoolers | 0 1
schoolgirls | 1 0
schoolhouse | 0 1
schools | 32 31
schoolteacher | 0 1
scientist | 1 12
scientists | 11 30
scion | 0 1
scooter | 0 2
scooters | 1 0
scorer | 0 1
scorers | 0 1
scores | 1 6
scout | 0 2
scouts | 0 1
scratch | 0 1
scuds | 0 1
sculptor | 0 1
sculptors | 0 1
scum | 0 1
scumbag | 0 2
sea | 5 10
seabed | 0 2
seacoasts | 1 0
seafarers | 0 1
seaman | 0 4
seamen | 1 8
seaport | 0 1
searchers | 0 1
seas | 1 2
seat | 0 2
sec | 0 1
second | 0 5
secretariat | 0 1
secretaries | 0 4
secretary | 4 72
secretary general | 0 21
secretary of state | 1 58
secretary- general | 0 1
secretary-general | 0 9
sect | 0 1
section | 1 21
sections | 0 5
sector | 3 19
sectors | 1 8
sects | 0 1
secularist | 1 0
securities | 0 1
security | 1 9
sedans | 1 0
seekers | 0 1
segment | 1 2
segments | 0 1
segrationist | 0 1
segregationist | 0 1
selection | 1 0
selections | 1 2
self | 0 2
self-employed | 1 0
seller | 2 0
sellers | 2 2
selves | 0 1
seminaries | 0 1
seminary | 0 1
sen. | 0 9
senate | 0 15
senator | 0 45
senators | 4 26
senders | 1 0
senior | 0 2
seniors | 4 3
sentry | 0 1
separatists | 0 4
september | 0 1
serbs | 0 1
sergeant | 0 8
series | 0 1
servant | 0 2
servants | 0 2
service | 1 28
servicemen | 4 2
services | 0 14
set | 1 4
settlement | 1 7
settlements | 2 2
settler | 0 1
settlers | 5 3
seven | 0 11
several | 0 9
sex | 1 0
sexes | 1 0
sgt. | 0 4
shadow | 1 0
shakers | 0 1
share | 0 1
shareholder | 21 7
shareholders | 27 32
sharities | 0 1
shearer | 0 1
shed | 0 2
sheep | 0 1
sheik | 0 2
sheiks | 1 0
shell | 1 1
shells | 1 2
shelter | 0 2
shelters | 1 2
shepherds | 1 0
sheriff | 1 6
sheriffs | 1 0
shi | 0 2
shield | 0 1
shill | 0 1
ship | 5 45
shipmates | 0 4
shippers | 1 1
shipping | 0 1
ships | 4 10
shit | 0 1
shooter | 0 1
shooters | 1 0
shop | 0 16
shopkeeper | 1 1
shopkeepers | 1 0
shopper | 0 3
shoppers | 9 6
shops | 4 8
shore | 1 2
shores | 0 2
shortstop | 0 2
shotguns | 2 0
shots | 0 1
showpiece | 0 1
showroom | 1 1
shrapnel | 0 1
shrine | 0 6
shrines | 1 0
shrink | 1 0
shuttle | 0 3
side | 6 29
sidearm | 0 3
sideline | 1 0
sides | 2 80
sidewalk | 0 2
sidewalks | 0 2
sieve | 0 4
sight | 0 2
sightseers | 1 0
signatories | 0 1
silver | 0 5
singer | 4 12
singers | 2 6
sir | 1 6
sister | 1 27
sisters | 1 5
site | 3 48
sites | 15 34
six | 1 9
six thousand | 0 1
skater | 0 1
skaters | 0 1
skeleton | 0 2
skeletons | 0 1
skeptics | 0 3
skier | 1 1
skiers | 8 3
skies | 0 2
skipper | 0 2
sky | 0 4
slasher | 0 1
slate | 3 3
slates | 1 0
slave | 2 0
slaves | 2 2
sleaze | 1 0
slice | 0 1
slingshot | 1 0
slope | 0 2
slopes | 0 1
slot | 0 5
slots | 0 1
smaller | 0 1
smallest | 0 1
smip | 0 1
smith | 0 1
smithsonian | 0 1
smokers | 5 1
smugglers | 2 0
snafu | 0 1
sniper | 5 3
snipers | 2 4
snivellers | 0 1
snobs | 1 0
snowboarder | 0 2
snowboarders | 1 0
so-and-so | 1 0
soccer | 0 1
societies | 1 2
society | 15 19
sociologist | 0 1
sociologists | 1 1
soil | 0 4
solace | 0 1
soldier | 3 26
soldiers | 26 128
soloist | 0 2
solver | 0 1
some | 31 147
someones | 0 1
son | 1 84
son-in-law | 0 2
songwriter | 0 1
sonicare | 0 1
sonics | 0 1
sonntagsblick | 0 1
sons | 2 14
sophomore | 0 4
sorcerer | 0 1
sorts | 2 0
soul | 0 1
souls | 1 1
soup | 0 1
source | 12 44
sources | 17 106
souter | 0 1
south | 0 40
southeast | 0 2
southwest | 0 6
soviet | 0 1
soyuz | 0 1
space | 9 14
spacecraft | 0 6
speaker | 1 14
speakers | 3 5
spears | 0 1
specialist | 0 8
specialists | 3 2
species | 1 0
spectator | 1 1
spectators | 1 5
speculators | 2 0
spenders | 1 0
spies | 5 2
spin-off | 0 1
spinner | 0 1
spinoff | 0 2
spinoffs | 0 1
spirit | 0 3
spokesman | 1 133
spokesmen | 1 4
spokesperson | 0 2
spokeswoman | 0 33
sponsor | 5 5
sponsorer | 0 1
sponsors | 6 2
spors | 1 0
sport | 0 1
sportsman | 1 0
spot | 0 4
spotters | 1 0
spouse | 1 0
spouses | 1 0
spread | 0 1
spurs | 0 1
spy | 4 8
squad | 0 13
squadron | 0 2
square | 1 7
ss | 0 1
st. | 0 41
stable | 0 1
stadia | 0 1
stadium | 2 15
stadiums | 0 1
staff | 12 46
staffer | 0 1
staffers | 0 1
staffs | 1 0
stage | 0 1
stages | 0 1
staircase | 1 0
staircases | 1 0
stairwell | 0 1
stand | 0 1
stands | 0 1
staples | 0 2
star | 6 25
stars | 12 11
starter | 3 1
starters | 2 3
startups | 1 0
state | 41 315
states | 22 109
stateside | 0 1
statesman | 0 1
station | 2 69
stations | 6 35
statistician | 0 1
statisticians | 1 0
stella | 0 1
stepdaughter | 0 1
stepmother | 0 1
stepparent | 1 0
steppe | 0 2
steps | 0 1
stepson | 0 1
steward | 1 1
sticks | 0 1
stock | 1 1
stockbroker | 0 1
stockholder | 3 0
stockholders | 5 3
stockowners | 1 0
stockpile | 0 1
stockpiles | 0 1
stone | 4 1
stones | 2 1
stop | 1 4
stops | 0 1
store | 8 29
storefront | 0 1
stores | 11 22
stories | 0 1
stowaways | 0 1
straits | 0 1
stranger | 0 2
strangers | 2 1
strategist | 1 5
strategists | 1 1
strategistsaid | 0 1
straw | 0 1
stre | 0 1
streams | 1 0
street | 15 20
streets | 22 35
stremlow | 0 1
striker | 0 1
strikers | 0 2
strip | 0 2
stripper | 0 1
strippers | 1 3
stroller | 1 0
strong | 1 0
strongest | 0 1
stronghold | 0 9
strongholds | 0 1
strongman | 0 1
structure | 0 5
structures | 0 2
student | 13 13
students | 26 60
studio | 1 10
studios | 0 1
study | 0 1
sub | 0 3
subcommittee | 0 1
subcontractors | 0 1
subdivision | 0 1
subject | 1 7
submarine | 2 8
submariner | 0 4
submariners | 0 6
submarines | 2 1
subordinates | 0 1
subs | 3 1
subscriber | 1 0
subscribers | 3 5
subsidiaries | 2 4
subsidiary | 0 11
substate | 0 1
substations | 0 1
suburb | 1 5
suburbanites | 1 0
suburbs | 3 11
subway | 3 1
successor | 3 7
successors | 2 3
sufferer | 0 1
suitor | 0 1
sultanate | 0 1
summit | 0 3
sun | 0 6
sunni | 1 1
sunnis | 0 1
sup | 0 1
superintendent | 0 3
superior | 0 1
superiors | 0 1
supermarket | 1 1
supermarkets | 1 0
superpower | 3 3
superpowers | 0 1
superstar | 0 1
supervisor | 0 12
supervisors | 1 2
supplier | 0 3
suppliers | 13 5
support | 0 2
supporter | 1 7
supporters | 22 38
surface | 2 8
surge | 0 1
surgeon | 0 1
surgeons | 1 1
surrogates | 0 4
surveyer | 0 1
survivor | 1 6
survivors | 6 19
suspect | 1 21
suspects | 4 22
suspicious | 1 0
swami | 1 0
swamp | 0 1
swamplands | 0 1
swashbuckler | 0 1
swath | 0 2
swede | 0 1
sweetheart | 0 2
swimmer | 0 1
swimmers | 0 1
swing | 0 1
symbol | 0 3
symbols | 0 1
sympathizers | 1 3
synagogues | 1 0
syndicates | 0 4
syria | 0 2
syria...this all | 0 1
system | 5 19
systems | 2 7
tabloid | 0 1
tabloids | 0 2
tactician | 1 0
taker | 0 1
takers | 1 0
talent | 0 1
taliban | 0 1
talker | 0 2
tallahassee | 0 1
tammy | 0 1
tank | 1 10
tanker | 0 2
tankers | 2 1
tanks | 4 32
tannery | 1 0
tao | 0 1
target | 6 11
targets | 5 12
tarmac | 0 2
task | 0 1
taurus | 0 1
taxi | 1 2
taxicab | 0 1
taxiway | 0 2
taxpayer | 1 2
taxpayers | 4 4
teacher | 10 23
teachers | 15 9
team | 39 264
teammate | 0 5
teammates | 0 10
teams | 17 69
teargas | 0 1
technician | 0 2
technicians | 1 3
technology | 0 1
techs | 0 1
teen | 4 3
teenager | 1 4
teenagers | 3 3
teens | 3 0
telecommunications | 0 1
television | 0 17
teller | 0 1
temple | 7 6
temples | 0 3
ten | 0 2
tenant | 0 1
tenants | 1 0
tenet | 0 1
tens | 3 3
tent | 0 6
tents | 0 3
terminal | 0 4
terminals | 0 1
terrain | 0 1
territories | 2 13
territory | 2 38
terrorist | 36 16
terrorists | 25 20
terrorists. | 1 0
texan | 0 1
theater | 1 3
theaters | 0 4
them. | 0 1
theologian | 0 1
theologians | 0 1
theoreticians | 1 0
theorists | 0 2
therapist | 0 1
thief | 1 0
thieves | 2 5
thing | 2 2
things | 0 1
think | 0 1
thinker | 2 2
thinkers | 3 0
thirty | 1 0
thirty-five | 1 0
thompsons | 0 1
thousand | 0 1
thousands | 9 30
threat | 1 1
three | 2 31
three all | 0 1
thrift | 0 6
thrifts | 5 2
throng | 0 1
throwers | 1 4
thug | 0 1
thugocracy | 0 2
thugs | 3 0
ticket | 1 2
ticketmaster | 0 1
tickets | 0 1
tier | 0 2
tiger | 0 1
time | 0 3
timers | 1 0
timorese | 0 1
timothy | 0 2
tip | 0 5
tipper | 0 1
tiremaker | 0 1
titans | 1 0
toast | 0 1
today | 0 5
toddler | 1 0
toilets | 0 1
tomahawk | 0 2
tomb | 0 2
top | 2 3
torpedo | 2 0
torpedoes | 0 1
tossups | 0 1
total | 0 2
tour | 0 1
tourist | 2 5
tourists | 13 6
tower | 0 5
towers | 1 1
town | 3 121
towns | 4 12
township | 2 6
townships | 0 1
toxin | 2 0
toymaker | 0 1
tracer | 1 0
track | 0 3
tracker | 0 1
tracks | 0 1
tracts | 0 1
trade | 0 3
trader | 0 6
traders | 2 8
traditionalists | 0 1
traffic | 2 1
traffickers | 1 0
trail | 0 5
trailer | 0 1
trailers | 0 1
trails | 1 0
train | 6 1
trainer | 0 2
traitor | 1 1
trance | 0 1
transit | 0 2
translator | 0 27
translators | 0 1
transplants | 0 1
transport | 0 1
transportation | 1 2
transportnoye | 0 2
traveler | 1 3
travelers | 17 3
travelers. | 1 0
travellers | 1 0
trawlers | 0 1
treasurer | 0 7
tribe | 0 4
tribes | 0 10
tribunal | 3 16
tribunals | 0 1
tributaries | 0 1
trio | 0 1
troika | 0 1
troll | 0 1
troop | 3 4
trooper | 0 2
troops | 78 240
troops. | 1 0
troublemakers | 2 1
troupes | 0 1
truck | 3 14
trucks | 3 12
trunk | 0 1
trust | 1 0
trustee | 1 9
trustees | 0 2
truth | 0 1
tube | 0 2
tubs | 0 1
tunnel | 0 3
turf | 0 2
turkey | 0 3
turner | 0 1
turnout | 1 0
turon | 0 1
tutor | 0 2
tutsis | 0 2
tv | 1 2
tween | 0 1
tweens | 4 0
twenty-six hundred | 0 1
twenty-three | 0 1
twentysomethings | 0 1
twins | 0 5
two | 2 80
tycoon | 0 1
tycoons | 2 0
type | 2 2
types | 1 1
typhus | 0 2
u.n | 0 2
u.s | 0 3
ucla | 0 1
uday | 0 1
uk | 0 1
ulster | 0 1
umpires | 0 1
uncle | 0 7
uncles | 1 2
underachiever | 0 1
underdog | 0 2
undergraduate | 0 1
underground | 0 1
undersecretary | 0 1
underworld | 1 4
unemployed | 1 0
uninsured | 0 1
union | 2 23
unionist | 0 1
unionists | 3 0
unions | 6 7
unit | 1 55
units | 7 33
universe | 1 4
universities | 2 3
university | 5 19
unscom | 0 1
upstart | 0 1
urbanites | 1 0
us. | 0 3
usa | 0 1
usda | 0 1
user | 1 2
users | 12 6
uses | 1 0
usher | 0 1
ushers | 1 2
utilities | 1 2
utility | 0 3
utilityman | 0 1
valentine | 0 2
valley | 0 8
valleys | 0 1
van | 1 2
vancouver | 0 1
vandals | 0 1
vanguard | 0 2
vanity | 0 7
vanna | 0 1
vans | 1 0
vault | 0 4
vaults | 0 1
vehicle | 6 12
vehicles | 5 19
vendors | 1 3
venture | 0 9
ventures | 0 3
venue | 1 5
venues | 1 1
verifiers | 1 0
vessel | 2 7
vessels | 0 2
vet | 0 6
veteran | 0 8
veterans | 6 6
vets | 0 1
viacomb 947,300 57 | 0 1
vice | 0 3
vice president | 0 11
victim | 6 20
victims | 16 61
victor | 0 4
victors | 1 0
vietnamese | 0 3
viewers | 11 7
villa | 0 1
village | 1 32
villagers | 1 5
villages | 5 15
villain | 0 1
villains | 1 0
violinist | 1 4
violinists | 1 0
violist | 0 1
virtuoso | 0 1
visionaries | 1 0
visionary | 0 1
visitors | 7 8
voice | 2 1
voices | 3 0
volcano | 0 7
volunteer | 2 2
volunteers | 1 5
voter | 6 3
voters | 47 48
voyagers | 0 1
wacko | 1 0
wagon | 0 1
wagons | 1 1
waitress | 0 1
waitresses | 1 0
wal | 1 0
walk | 0 1
walker | 3 0
walkers | 1 0
wall | 0 8
walls | 0 2
walmart | 0 1
wannabe | 0 1
war | 0 1
ward | 1 3
warden | 0 1
wardens | 1 0
wards | 0 2
ware | 0 1
warehouse | 1 4
warehouses | 0 3
warfare | 1 0
warhead | 0 2
warheads | 1 4
warlord | 0 2
warlords | 0 1
warplane | 0 1
warplanes | 0 7
warren | 0 4
warriors | 0 1
warship | 0 1
warships | 1 0
warthog | 0 2
waste | 0 2
wasteland | 0 1
watchdog | 0 2
watchers | 0 1
watchmen | 1 1
watchtower | 0 6
water | 1 1
waterfront | 0 1
waters | 1 13
waterway | 1 2
waterways | 0 2
watts | 0 3
wave | 0 1
way | 0 1
wb | 0 1
weak | 2 0
weapon | 6 9
weaponry | 1 2
weapons | 88 96
weapons. | 1 0
weapons.according | 1 0
wearhouse | 0 1
web | 0 1
weeklies | 0 1
weekly | 0 1
welder | 1 0
well-wishers | 0 1
wells | 0 2
west | 0 25
westerners | 2 0
wetlands | 1 0
wheelchair | 0 6
whip | 0 2
whistleblower | 0 1
whistler | 0 1
whit | 0 3
white | 0 34
whites | 1 0
who | 1 0
whole | 0 5
widow | 0 13
widows | 1 0
wife | 5 152
wife..... | 0 1
wigs | 0 1
wilderness | 0 1
wilds | 0 1
will | 0 25
williamses | 0 1
williamson | 0 1
willing | 0 1
willow | 0 1
wine | 0 1
winemakers | 1 0
winery | 0 1
wing | 0 7
winner | 14 17
winner. 1995 | 1 0
winners | 2 4
wipper | 0 1
wire | 0 1
witness | 5 14
witnesses | 13 37
wives | 1 3
wizards | 0 1
wmd | 0 1
wolf | 0 19
woman | 22 90
women | 138 87
woods | 2 3
work | 0 1
worker | 2 10
workers | 27 69
workforce | 1 2
workhorse | 0 1
workmen | 0 1
workplace | 1 0
world | 9 369
world. | 0 1
world. .. | 0 1
worldcom | 0 1
worlds | 1 2
worshipers | 0 2
worst | 0 1
wounded | 0 5
wreck | 0 1
wreckage | 0 1
wrestler | 1 3
wrestlers | 2 2
wright | 0 1
writer | 0 18
writers | 4 6
wunderkind | 0 1
wusa | 0 1
y | 1 2
yacht | 1 3
yachts | 0 1
yachtsmen | 0 1
yahoo | 0 1
yankees | 0 1
yard | 3 0
yards | 0 1
yeltsin | 0 1
yemenis | 0 5
ynificators | 1 0
young | 2 1
younger | 0 1
youngest | 0 3
youngster | 0 2
youngsters | 1 0
youth | 4 2
youths | 2 5
zebra | 0 1
ziggurat | 0 1
zone | 0 19
zones | 0 2
zoo | 0 8
zoos | 0 1
